12001,"来能说。	2017/12/2 9:24","柠檬树。	2017/12/2 9:24","给我唱一首。	2017/12/2 9:25"
14459,"唱个小兔子乖乖。	2017/12/21 17:09","唱难不难。	2017/12/21 17:10","唱一首母亲。	2017/12/21 17:11"
14460,"喜气。	2017/11/29 20:54","路边的野花不要采。	2017/11/29 20:56","刚好遇见你。	2017/11/29 21:07"
14461,"我不甘心。	2017/11/29 21:24","蓉爆你的离去。	2017/11/29 21:24","喝醉以后才明白。	2017/11/29 22:51"
14462,"哈哈。	2017/11/19 18:11","唱小二郎。	2017/11/19 19:21","卖报歌。	2017/11/19 20:17"
14463,"我刚刚没跟你哥在一起刚刚去买东西了。	2017/12/23 22:37","只要好好学。	2017/12/23 22:38","我要给你。	2017/12/23 22:38"
14464,"听着。	2017/12/19 9:04","教你唱歌。	2017/12/19 9:05","听音乐。	2017/12/19 19:01"
14465,"晓月。	2017/11/29 10:58","干嘛的。	2017/11/29 10:58","我好想读书。	2017/11/29 10:58"
14466,"你会不会背。	2017/12/10 20:19","古诗鹿柴。	2017/12/10 20:20","唱歌。	2017/12/10 20:21"
14467,"把音乐关掉。	2017/11/29 10:52","帮我播一个懂你。	2017/11/29 20:58","那英专辑，那英。	2017/11/29 22:05"
14468,"播放歌在飞。	2017/11/29 7:09","播放黄土高坡，你好东方。	2017/11/29 7:10","录制音乐。	2017/11/29 7:10"
14469,"能够激励他。	2017/11/29 7:43","你能不能等一等。	2017/11/29 7:43","你说的那个有笑，校车不文明行驶，是一个灰常严肃的事情，是我们承载的责任可是非常的重大而且里边坐的都是小朋友所以希望他行车在路上一定要注意行车安全，而且啊真的是在车里。	2017/11/29 7:44"
14470,"作者。	2017/12/22 10:21","一闪。	2017/12/22 10:21","请唱一首儿歌。	2017/12/22 14:58"
14471,"就是你干爹有没有三把吗？	2017/12/27 18:27","我操你宝宝撒野。	2017/12/27 18:27","撸啊撸。	2017/12/27 18:29"
14472,"小伙伴啦。	2017/11/2 14:21","问你呀。	2017/11/2 14:21","我呀呀呀歌吧。	2017/11/2 14:22"
14473,"播放。	2017/10/26 10:35","播放，再让我为你。	2017/10/26 10:35","再让我为你醉一回，播放。	2017/10/26 10:35"
14474,"我看见无数次。	2017/11/29 11:33","什么简直是。	2017/11/29 11:33","哪个，这是你我不想看我不承认这个孩子，你有这个业务叫我不要那种我跟着你们这边我觉得那就是。	2017/11/29 17:13"
14475,"我叫静静。	2017/12/19 11:42","干嘛不说话。	2017/12/19 11:42","我告诉你我叫静静，你叫什么。	2017/12/19 11:43"
14476,"你会唱歌吗？	2017/12/27 11:42","你会唱歌吗？	2017/12/27 11:42","你会唱我的童年吗？	2017/12/27 11:42"
14477,"就是已经翻篇儿过去吧，你懂了吗？	2017/11/29 9:57","我是姐姐的电话是的。	2017/11/29 10:51","我始终就是等着你，我始终就护着你我始终就承受着你，不行，我最爱的汤那就不行我就挨了。	2017/11/29 10:52"
14478,"琪哥。	2017/10/26 11:11","庆贺。	2017/10/26 11:11","听歌。	2017/11/29 7:19"
14479,"战神。	2017/12/25 20:31","放三只小熊。	2017/12/25 20:31","放三只小熊。	2017/12/25 20:32"
14480,"搞的做法。	2017/10/26 12:41","看中央一台。	2017/10/26 12:51","我要听远走高飞。	2017/10/26 12:52"
14481,"哦。	2017/10/26 17:03","家家。	2017/10/26 17:03","放首歌。	2017/10/26 17:03"
14482,"乐器歌	2017/11/29 2:31","做个好娃娃	2017/11/29 2:31","执子之手	2017/11/29 2:32"
14483,"睡前故事。	2017/12/25 20:30","睡前故事。	2017/12/25 20:30","儿歌。	2017/12/28 18:44"
14484,"小汽车呀真漂亮。	2017/11/7 8:13","然而。	2017/11/7 8:13","唱上幼儿园的儿歌。	2017/11/7 8:51"
14485,"世纪花园社区居委会，你闭嘴。	2017/11/29 8:24","去世纪花园社区居委会。	2017/11/29 8:24","播放黄渤的诗朗诵。	2017/11/29 8:29"
14486,"步步惊心差头去。	2017/11/29 12:16","大傻。	2017/11/29 12:18","大傻啊。	2017/11/29 12:19"
14487,"在回忆的梦里。	2017/10/26 12:42","爱的。	2017/10/26 12:42","自怨自艾。	2017/10/26 12:45"
14488,"就是他恨我。	2017/12/9 11:52","北京天气怎么样？	2017/12/9 11:52","这有没有想拥有。	2017/12/9 11:52"
14489,"嗯。	2017/11/20 20:07","布娃娃。	2017/11/20 20:07","唱一首小红帽。	2017/11/20 20:08"
14490,"儿歌。	2017/12/30 22:58","那男的对我说。	2017/12/30 22:58","爸爸妈妈最爱我，不是这个歌呀。	2017/12/30 22:59"
14491,"我要听于光中。	2017/10/26 11:38","我要听。	2017/10/26 11:38","我要听林峰。	2017/10/26 11:39"
14492,"去孙溜。	2017/10/26 15:23","孙溜镇。	2017/10/26 15:23","凤凰传奇。	2017/10/26 15:25"
14493,"导航到安亭。	2017/10/26 1:51","关闭屏幕。	2017/10/26 21:35","我朋友就是你咯，水坑和我已经不错。	2017/10/26 22:29"
14494,"好的。	2017/12/24 8:32","哎。	2017/12/24 8:32","真心换真情吧。	2017/12/24 9:05"
14495,"我要去利辛妇幼保健医院。	2017/11/29 10:33","我要去利辛县妇幼保健医院。	2017/11/29 10:35","放一首张国荣的歌。	2017/11/29 10:39"
14496,"唱儿歌。	2017/12/8 13:47","唱儿歌。	2017/12/8 13:48","小脑说儿歌。	2017/12/9 9:49"
14497,"听下一曲歌。	2017/10/26 8:19","播放唱歌。	2017/10/26 8:32","听歌。	2017/10/26 8:36"
14498,"我想去。	2017/10/26 18:51","无不导航。	2017/10/26 18:51","我要听歌我要听歌。	2017/10/26 21:22"
14499,"你爸爸叫什么名字。	2017/12/16 19:33","你的爸爸叫姜文龙。	2017/12/16 19:34","张振宇的爸爸叫什么名字。	2017/12/16 19:34"
14500,"播放丑八怪。	2017/11/29 8:11","请播放丑八怪。	2017/11/29 8:15","起来播放首。	2017/11/29 8:18"
14501,"那你不是统一的吗，你这可以选哪个，可以不喜欢我为什么要想我留下啊？	2017/11/29 14:26","基本我吃了三天假扣了我700我都不知道这怎么处理，我公司哪有这么高？	2017/11/29 14:26","以后请叫我手机挂你也别找我呢？	2017/11/29 14:27"
14502,"请播放张靓颖的歌。	2017/11/29 16:24","漂亮吗？	2017/11/29 16:27","我要听音乐。	2017/11/29 16:30"
14503,"你会唱歌吗，我在听。	2017/11/3 16:26","我要去。	2017/11/3 17:26","这是你跟她聊天，你叫什么名字呀。	2017/12/3 19:57"
14504,"退出。	2017/10/26 10:39","回家一曲瞿弦的花蝴蝶。	2017/10/26 14:13","如音乐。	2017/10/26 14:14"
14505,"你太那个了吗？	2017/12/26 19:09","你又怎么啦？	2017/12/26 19:10","嗯，这个灯亮还是你坏吗？	2017/12/26 19:10"
14506,"唱个歌。	2017/10/26 20:50","一剪梅。	2017/11/29 6:07","一剪梅。	2017/11/29 20:18"
14507,"第二个目的地。	2017/10/26 10:01","关闭导航。	2017/10/26 10:02","20岁的眼泪。	2017/10/26 10:02"
14508,"帮我记住一个人。	2017/12/22 10:57","我老婆是谁。	2017/12/22 10:57","我老婆谁是我老婆。	2017/12/22 10:57"
14509,"我要去加油。	2017/11/29 16:19","薛之谦的音乐。	2017/11/29 16:32","放一首美丽的神话。	2017/11/29 16:39"
14510,"放一首江南时代。	2017/12/27 9:20","给我来一首，因为刚好遇见你。	2017/12/27 9:22","唱一首小毛驴。	2017/12/27 9:30"
14511,"打靶归来。	2017/11/29 20:20","打靶归来。	2017/11/29 20:22","打靶归来。	2017/11/29 20:24"
14512,"没有驾照。	2017/11/29 15:18","我操操操操操操操操操。	2017/11/29 15:18","我是你的小主人吗？	2017/11/29 15:19"
14513,"巨人被。	2017/10/26 11:32","女人没。	2017/10/26 11:33","我一声，能中呢？	2017/11/29 8:53"
14514,"我要听故事。	2017/11/11 14:40","播放小苹果。	2017/11/11 14:40","你在哪里。	2017/11/30 5:51"
14515,"还是定位成小孩教育，你问这问一下这数学题你会做吗？	2017/12/15 15:19","你说错了呀。	2017/12/15 15:19","这就是你的情绪，特性。	2017/12/15 15:20"
14516,"我要听郝云的歌。	2017/12/18 19:42","我要听朴树的送别。	2017/12/18 19:55","小苹果。	2017/12/19 9:12"
14517,"歌曲，凉凉。	2017/11/19 17:44","歌曲。	2017/11/19 17:59","演员。	2017/11/19 19:18"
14518,"你要听小猪佩奇。	2017/12/24 20:09","我要听三字经。	2017/12/25 6:51","一闪一闪亮晶晶。	2017/12/25 20:30"
14519,"早上好，用。	2017/12/28 18:59","我是你的好朋友。	2017/12/28 19:00","唱一首鲁冰花。	2017/12/28 19:03"
14520,"宝宝爱不爱我。	2017/12/2 20:21","嗯，我家的宝贝爱不爱我。	2017/12/2 20:21","你唱一首歌。	2017/12/2 20:21"
14521,"情人鹤顶红。	2017/11/29 20:42","你给我找一下车的。	2017/11/29 21:24","播一下卓文萱。	2017/11/29 21:25"
14522,"没关系。	2017/10/26 17:58","妈妈今天早上都说我的。	2017/10/26 17:58","小乖乖，今晚谁谁，其实练练习了个数学吗？	2017/10/26 17:58"
14523,"炼石。	2017/10/26 16:32","我知道你又出了问题了那你最起码够过衰什么，对吧。	2017/10/26 16:33","说我现在是你我现在不是你说对不对。	2017/10/26 16:33"
14524,"小苹果。	2017/12/6 12:37","哦。	2017/12/6 13:17","原来我就是我先现在发了两个我。	2017/12/6 13:17"
14525,"你今年几岁啦。	2017/12/26 17:42","你今年几岁啦。	2017/12/26 17:44","朗读一首李白的抢进酒。	2017/12/26 17:46"
14526,"江山无限。	2017/11/29 11:56","他说没有啊，我想听什么。	2017/11/29 11:56","唱成都。	2017/11/29 11:57"
14527,"冯亮。	2017/10/26 17:27","华君。	2017/10/26 17:27","像我这样。	2017/10/26 17:28"
14528,"翰林苑。	2017/10/26 12:42","呵呵。	2017/10/26 13:43","巫娜。	2017/10/26 13:43"
14529,"我妈说他们也别急着看，帮帮忙。	2017/11/29 18:14","还差不多。	2017/11/29 18:15","are you。	2017/11/29 18:15"
14530,"啊。	2017/12/6 19:17","嗯。	2017/12/6 19:17","巴唐牧儿歌。	2017/12/7 13:46"
14531,"熊出没。	2017/11/29 13:36","丁。	2017/11/29 13:37","奔跑。	2017/11/29 13:42"
14532,"AM。	2017/10/26 10:40","八点从恋人心。	2017/10/26 10:54","点一首张碧晨的她说。	2017/10/26 11:03"
14533,"唱一个那个。	2017/12/13 20:26","唱一首微微一笑很倾城。	2017/12/13 20:26","唱一首一笑倾城。	2017/12/13 20:27"
14534,"我要听儿歌。	2017/12/21 23:06","我要听儿歌。	2017/12/21 23:08","我要听放轻松。	2017/12/22 7:40"
14535,"三天三夜。	2017/11/29 13:50","三天三夜。	2017/11/29 13:50","爱上您。	2017/11/29 13:52"
14536,"漫漫。	2017/11/29 19:28","晨风。	2017/11/29 19:28","我从来都是狗蛋的，没有以后乖乖，爸爸妈妈不知道我走了。	2017/11/29 19:28"
14537,"江南时代	2017/11/29 18:09","青蛙不吃水	2017/11/29 18:09","第三十八交响乐	2017/11/29 18:09"
14538,"我想听周建华的朋友。	2017/10/26 6:24","我想听。	2017/10/26 6:29","我想听。	2017/10/26 6:29"
14539,"我要听唐诗。	2017/12/16 16:34","周文古朗月行。	2017/12/16 16:34","好爱你。	2017/12/16 16:42"
14540,"演的。	2017/12/25 17:33","演技闻名的意思是什么。	2017/12/25 17:33","好想找你。	2017/12/25 17:34"
14541,"小二郎。	2017/10/26 17:41","老师呀老师呀金100升级。	2017/10/26 17:44","老师请你别生气。	2017/10/26 17:44"
14542,"于苏秦是谁。	2017/12/21 14:23","要思考多久啊。	2017/12/21 14:23","你再说一遍，你思考那么久不会吧。	2017/12/21 14:23"
14543,"排行榜。	2017/11/29 13:16","低音炮。	2017/11/29 13:42","车载低音炮。	2017/11/29 13:42"
14544,"你好笨。	2017/12/25 17:40","过年？	2017/12/25 17:40","问下熊出没之过年。	2017/12/25 17:56"
14545,"我好孤独。	2017/10/26 5:34","静静告诉你就爱上你。	2017/10/26 5:44","我想要妈妈。	2017/10/26 5:54"
14546,"我要听那个恭喜恭喜。	2017/12/19 7:50","收听年的传说。	2017/12/19 7:54","给我唱首歌吧。	2017/12/22 8:01"
14547,"来一首周杰伦的歌。	2017/10/26 10:06","打开在线音乐。	2017/10/26 10:11","打开信箱音乐。	2017/10/26 10:40"
14548,"现在可以告诉我了吗？	2017/11/16 19:54","看溜溜球。	2017/11/16 19:54","小蝴蝶。	2017/12/14 22:11"
14549,"熊出没。	2017/12/8 16:42","我要听稻香。	2017/12/8 16:46","我要听歌。	2017/12/8 18:18"
14550,"猫。	2017/11/29 12:03","在牌照上电梯来了。	2017/11/29 12:03","听儿歌。	2017/11/29 12:28"
14551,"导航去互助东路。	2017/10/26 11:09","退出导航。	2017/10/26 11:11","我要听尽头。	2017/10/26 16:39"
14552,"华岳。	2017/11/29 10:43","古龙说过，毕业了，要结婚了不是结婚，那时候那么傻。	2017/11/29 10:43","嗯，上学时，他加油吧你知不知道你小时候是王力宏，也能衔接，但不小心就上小学，都说好看好看？	2017/11/29 10:44"
14553,"我嫁给黎明。	2017/11/29 12:22","孤儿泪？	2017/11/29 12:22","差不多了，多少，hello。	2017/11/29 12:23"
14554,"一鸟在天上只掉了。	2017/10/26 19:20","no，一看就回不来了，老鹰抓小鸡的游戏的名字叫，说话呀说话呀，你要头朝前面的。	2017/10/26 19:21","我要听水晶蝶的玫瑰花播放。	2017/10/26 19:22"
14555,"唱首儿歌。	2017/11/16 15:29","讲个故事。	2017/11/17 6:24","放首儿歌。	2017/11/17 7:13"
14556,"小贝你可以给我们唱一首摇篮曲吗？	2017/11/4 12:00","下班我们做好朋友吧。	2017/11/4 12:01","我要听毁。	2017/11/4 12:05"
14557,"今天天气怎么样？	2017/12/23 12:49","一加。	2017/12/23 12:50","不是i love you ilike it。	2017/12/23 12:50"
14558,"我想听猫不易的乡愁。	2017/11/29 23:04","我要听最炫的民族风。	2017/11/29 23:04","查找毛主席的歌。	2017/11/29 23:05"
14559,"漂洋过海来看你。	2017/10/26 10:51","我的唇吻不到我爱的人。	2017/10/26 10:52","让泪化作相思雨。	2017/10/26 10:55"
14560,"唱一个小兔跳跳跳。	2017/11/20 8:57","给我讲个小兔子乖乖的故事。	2017/11/20 15:13","nana。	2017/11/25 18:41"
14561,"给我讲。	2017/11/1 9:47","跟我聊天。	2017/11/1 9:47","聊什么都可以。	2017/11/1 9:47"
14562,"他不更新吗？	2017/12/30 23:15","我也不想知道她是谁。	2017/12/30 23:15","你不知道你是谁呀。	2017/12/30 23:15"
14563,"隐身衣。	2017/11/29 15:20","你就跟我连接一下故事吧。	2017/11/29 15:21","最近我也只跟他聊一些很充实啊，懒得解决不了我的声音。	2017/11/29 15:21"
14564,"您好你是谁。	2017/10/26 19:13","你就叫sd卡。	2017/10/26 19:13","没有啊，就是你，你在那就觉得下面。	2017/10/26 19:14"
14565,"坐上火车去拉萨。	2017/10/26 20:31","萤火虫。	2017/10/26 20:40","放慕容晓晓。	2017/11/29 18:03"
14566,"唱一首凤凰传奇的歌。	2017/11/8 16:52","你好。	2017/11/8 19:30","看你吻了她，你给我跳支舞吧。	2017/11/8 19:31"
14567,"来首许多年以后。	2017/11/29 14:38","那声音就的地板。	2017/11/29 14:39","要dj版的dvd版的。	2017/11/29 14:39"
14568,"咱们一起穿回来结婚吧。	2017/11/29 21:29","结婚吧，成了白白的婚纱。	2017/11/29 21:32","我孤单的时候。	2017/11/29 21:48"
14569,"丢三落四。	2017/12/20 12:34","没有骗你。	2017/12/20 12:34","先唱首歌听吧。	2017/12/20 12:34"
14570,"我想听。	2017/12/23 10:15","我想听。	2017/12/23 10:15","打电话的歌。	2017/12/23 10:15"
14571,"这个人就是娘。	2017/10/26 9:25","一支烟。	2017/10/26 9:26","伤伤星星。	2017/10/26 9:31"
14572,"你说话。	2017/12/3 19:36","和我说话。	2017/12/3 19:36","how are you，哦。	2017/12/3 19:36"
14573,"AM。	2017/11/29 15:30","音乐，下定决心忘记你。	2017/11/29 15:30","下定决心忘记你，音乐。	2017/11/29 15:37"
14574,"跳个舞吧。	2017/12/15 18:34","你唱个歌吧。	2017/12/15 18:36","小苹果。	2017/12/15 18:49"
14575,"唱骑自行车。	2017/11/4 16:15","唱歌，梳头。	2017/11/10 7:15","唱了李双江的歌。	2017/11/10 10:58"
14576,"最美的情侣。	2017/10/26 11:16","只爱。	2017/10/26 11:17","的日落吧唱的挚爱。	2017/10/26 11:22"
14577,"孙悟空的家在哪里	2017/11/29 2:33","孙悟空的家在哪里	2017/11/29 5:33","孙悟空的家在哪里	2017/11/29 8:33"
14578,"睡前故事。	2017/10/26 18:53","妈妈听我说。	2017/11/29 18:52","爸爸妈妈听我说。	2017/11/29 19:03"
14579,"关于理想的歌。	2017/11/29 18:54","我相信。	2017/11/29 18:57","奔跑吧骄傲的少年。	2017/11/29 18:59"
14580,"向后退。	2017/12/2 20:08","向前进。	2017/12/2 20:08","来了给你们玩了，研究明白了。	2017/12/2 20:08"
14581,"家暴。	2017/12/26 13:38","南方。	2017/12/26 13:38","这么多年下来，我相信。	2017/12/26 13:39"
14582,"那么难，我能拿到国家，进来顶一下老板呀，走着走着就睡着了。	2017/10/26 14:16","你在哪里啊厉害啊卡的吧留下来开会中，要把意思。	2017/10/26 14:17","老婆你就不要理他，最乖的有木有，多少钱啊，还有明天，勒勒哎呀呀。	2017/10/26 14:17"
14583,"我没跟你说话。	2017/10/26 21:30","因为我要回家啦。	2017/10/26 21:30","好久不见。	2017/11/29 19:32"
14584,"你是从哪里来的。	2017/12/31 11:17","喵星人。	2017/12/31 11:17","我看你胖乎乎了你吃多喝了多吧。	2017/12/31 11:18"
14585,"淡定哥。	2017/10/26 20:22","打开音乐。	2017/10/26 20:22","我要听小宝贝。	2017/10/26 20:26"
14586,"你好小。	2017/11/3 13:24","你好小笨蛋。	2017/11/3 13:25","你不知道红色的单词是什么吗，英文单词。	2017/11/3 13:25"
14587,"读一首。	2017/12/18 18:32","唱首歌。	2017/12/18 18:33","唱首歌。	2017/12/18 18:34"
14588,"给我唱路边的野花。	2017/11/13 19:50","我操，找一首歌，路边的野花不要采。	2017/11/13 19:50","路边的野花不要采。	2017/11/13 19:50"
14589,"来一首带你去旅行。	2017/10/26 10:23","来一首。	2017/10/26 10:41","把社会摇。	2017/10/26 14:52"
14590,"心率。	2017/10/26 7:18","鹿晗，心率。	2017/10/26 7:18","心率鹿晗。	2017/10/26 7:20"
14591,"顺便说一下，牛牛娃仔拖把	2017/10/26 18:45","你看那是什么呀，我想让你再说一遍	2017/10/26 18:46","都来不吹你来找我是什么用啊，我还不需要找你呢，你要找多一点的人话，我才能帮到你，你以后都不能吵架，记得吗	2017/10/26 18:47"
14592,"Stronger。	2017/10/26 20:50","congratulations。	2017/10/26 20:51","we will rock you。	2017/10/26 20:51"
14593,"播放歌曲。	2017/11/18 16:27","随后在下一个路口靠右点。	2017/11/18 17:34","我要听儿歌。	2017/11/18 17:34"
14594,"体温？	2017/11/29 17:42","唱首英文歌曲。	2017/11/29 17:42","老歌。	2017/11/29 17:43"
